,"session_id","family_id","child_id","age_in_days","gender","response_date_created","response_completed","response_withdrawn","response_eligibility","parent_feedback","birthdate_difference","video_privacy","response_databrary","response_is_preview","language_list","condition_list","additional_information","session_order","to_code","exclusion_reason","coder","is_coded","notes"
"43","10c89ad7-293d-458f-b552-3c7779031ba6","YQY7TX","WZQJXE",480,"m","2024-01-25 21:52:52","TRUE","FALSE","Eligible","He really isn't saying words yet, but rather he makes raspberry sounds when he is trying to communicate.  It was interesting to see some times when he did try to tell me what happened, and you can tell when that happened by the times that he made a raspberry sound to answer me!  I found this study to be interesting, and fun for him!  He laughed and seemed to enjoy most of it.",0,"private","no","FALSE","en","NA","NA",,,,,,
"44","c2e628f8-f22a-4c30-af7d-af6706a667d1","DBJ6C5","ZRVXUF",630,"f","2024-01-25 23:11:00","TRUE","FALSE","Eligible","Fine! She isn't to the point where she remembers things but she liked watching the videos.",0,"scientific","yes","FALSE","en","NA","NA",,,,,,
"45","72c1530d-f4a1-49e9-8784-7939a9476bad","MTKEYW","ZQcYXT",540,"f","2024-01-26 13:47:39","TRUE","FALSE","Eligible","if you want us to document babbling as ""nothing""",0,"scientific","yes","FALSE","en","NA","NA",,,,,,
"46","c6642e4a-fabf-4d8a-afa3-b87b7084ed7b","ZCDN4H","c67FW6",420,"f","2024-01-26 15:04:17","TRUE","FALSE","Eligible","Unfortunately Isabella didn't like me covering my eyes so became frustrated and uninterested in the study.",0,"public","yes","FALSE","en","NA","NA",,,,,,
"47","bcffceff-acc1-4611-a131-9fd7574532b8","5CGF6G","X2NNSF",690,"f","2024-01-26 16:52:31","TRUE","FALSE","Eligible","It didn't go well. She was more interested in typing on the keyboard",0,"private","no","FALSE","en","NA","NA",,,,,,
"48","2908b99d-c72a-4938-895b-43244067f49d","AQJFdA","XHCJTN",660,"m","2024-01-26 21:49:21","TRUE","FALSE","Eligible","NA",0,"public","yes","FALSE","en","NA","NA",,,,,,
"49","4b38a667-20cb-4a3d-b2bc-5ce8a45abcd5","XdFYEU","EQMNLE",450,"f","2024-01-26 23:30:07","FALSE","FALSE","Eligible","NA","NA","NA","NA","FALSE","en tl","NA","NA",,,,,,
"50","b24aa5e7-fa49-4dfa-ad28-3b347c977f85","7QSA5S","CBScHD",600,"f","2024-01-27 01:07:13","TRUE","FALSE","Eligible","My child thought we were just playing peek-a-boo. It may have been more helpful if the parent turned away, left the room, or did something else to show that we didn't see what happened. It was not at the right pace for my child - she was getting very bored with it easily. Hopefully you could still get some helpful information",1,"scientific","yes","FALSE","en","NA","NA",,,,,,
"51","4a233043-64c1-439d-afb3-d3f9a99b5b6a","3TW24Q","MBYF6B",480,"f","2024-01-27 04:12:40","TRUE","FALSE","Eligible","NA",1,"scientific","yes","FALSE","en","NA","NA",,,,,,
"52","8f1515a4-3b77-4712-9ee1-bfe2793e35d7","EDCJJG","cJABEU",480,"f","2024-01-27 15:16:14","FALSE","FALSE","Eligible","NA","NA","NA","NA","FALSE","en pt","NA","NA",,"n","did not do test trials",,,
"53","dc3b77fb-b0c6-4082-88e4-c2fae33fec0b","DQKLQ6","SAY42L",630,"f","2024-01-28 01:24:08","TRUE","FALSE","Eligible","NA",1,"private","yes","FALSE","en vi","NA","NA",,,,,,
"54","8caaee61-1423-4f3c-81f0-6ebda53f18bc","A3HGKY","EC7XHJ",600,"m","2024-01-28 20:05:15","FALSE","FALSE","Eligible","NA","NA","NA","NA","FALSE","en cmn","NA","NA",,"n","did not do test trials",,,
"55","cc6edb20-a04b-4422-a7b3-f877ea728a3d","A3HGKY","EC7XHJ",600,"m","2024-01-28 20:15:10","FALSE","FALSE","Eligible","NA","NA","NA","NA","FALSE","en cmn","NA","NA",,"n","did not do test trials",,,
"56","bb334468-12a3-4c43-8a94-71cc5a1257fa","A3HGKY","EC7XHJ",600,"m","2024-01-28 20:18:11","TRUE","FALSE","Eligible","NA",0,"private","no","FALSE","en cmn","NA","NA",,,,,,
"57","fb1c9290-9050-4114-b4e4-d73bad2fb887","3UL5CE","U6N3dX",510,"f","2024-01-28 20:45:33","TRUE","FALSE","Eligible","NA",0,"private","no","FALSE","en es","NA","NA",,,,,,
"58","fd9a6130-5f20-4f34-a3bc-ff9ae51e4385","P65QUK","6YcSKY",720,"f","2024-01-28 21:43:51","TRUE","FALSE","Eligible","NA",0,"private","yes","FALSE","en","NA","NA",,,,,,
"59","cd562869-2a83-43df-84a6-907ed3f6a012","2GQdXJ","HWd7VH",630,"m","2024-01-28 21:48:35","TRUE","FALSE","Eligible","NA",0,"scientific","yes","FALSE","en gu cmn","NA","NA",,,,,,
"60","328a23ed-c1e3-4fab-9e6b-e82d18f1a8b5","BJ2JXY","BS454Y",480,"f","2024-01-29 15:32:36","TRUE","FALSE","Eligible","NA",0,"scientific","yes","FALSE","en","NA","NA",,,,,,
"61","2ae67e9e-cbf7-4fee-96d8-28726bcaab0f","XJ5ZGX","d6BGL6",690,"f","2024-01-29 21:10:52","TRUE","FALSE","Eligible","NA",0,"scientific","yes","FALSE","en","NA","NA",,,,,,
"62","c3630c34-da54-47a2-a81d-32b5d9e27bd0","7HCH27","MJXSZU",450,"m","2024-01-30 16:41:32","TRUE","FALSE","Eligible","NA",0,"private","yes","FALSE","en nl es","NA","NA",,,,,,
"63","c32f0d83-f047-4118-b5ae-e2c7558d530c","W7GDBS","3PJ466",450,"m","2024-01-30 16:52:57","TRUE","FALSE","Eligible","Too advanced for 14mo",0,"public","yes","FALSE","en cmn","NA","NA",,,,,,
"64","3f204949-11fa-4368-9e32-609ac00a2812","FEXdY3","dLRK35",720,"f","2024-01-30 18:27:18","TRUE","FALSE","Eligible","Lennon was not very happy. Sorry.",0,"scientific","no","FALSE","en","NA","NA",,,,,,
"65","60ba5c4b-e0dd-4475-a3a4-bc289ff029e6","5MUVRL","E3TcFF",450,"f","2024-01-30 21:44:06","TRUE","FALSE","Eligible","NA",0,"scientific","yes","FALSE","en","NA","NA",,,,,,
"66","7dc7a301-86a7-46d3-9971-4bb2266e8f0a","dH5DAD","EdM3KS",840,"m","2024-01-30 22:09:13","FALSE","FALSE","Ineligible_TooOld","NA","NA","NA","NA","FALSE","en","NA","NA",,"n","Ineligible – too old",,,
"67","b905803c-1260-4c92-8f3f-f49362e2bf7d","dH5DAD","EdM3KS",840,"m","2024-01-30 22:14:20","TRUE","FALSE","Ineligible_TooOld","NA",0,"public","yes","FALSE","en","NA","NA",,"n","Ineligible – too old",,,
"68","9c51b5b5-29ab-4bcf-b2ba-3840f99e7e83","TLYZBL","KHdSWH",420,"f","2024-01-31 16:27:45","TRUE","FALSE","Eligible","NA",0,"private","no","FALSE","en","NA","NA",,,,,,
"69","de0f6bbe-2456-4ac7-917d-a8d074f4eea7","XSS3PA","M5DU3N",690,"f","2024-02-01 17:48:48","TRUE","FALSE","Eligible","NA",0,"private","no","FALSE","en","NA","NA",,,,,,
"70","14a1fbb9-cba9-4be0-8998-3945505d48f6","CdDUMY","4QMZZS",570,"m","2024-02-01 21:57:04","TRUE","FALSE","Eligible","I hope we did it okay! I might have messed up the practice runs :) When he said ""why"" he might have meant the ""Y"" on the screen.",0,"scientific","yes","FALSE","en","NA","NA",,,,,,
"71","a98496ca-2f77-4ab2-b1df-182788eccdc7","cEU6X7","Q5NDcL",660,"f","2024-02-01 22:10:09","TRUE","FALSE","Eligible","she was more interested in telling me about the letters on the keyboard (but in fairness, she *was* telling me what she saw)",0,"private","no","FALSE","en","NA","NA",,,,,,
"72","b6860108-9a62-42fa-8c0b-2fe6d7b06279","C5DXUR","CcHUSF",690,"f","2024-02-02 12:56:16","TRUE","FALSE","Eligible","NA",0,"private","no","FALSE","en so","NA","NA",,,,,,
"73","13f7a4c5-d4f2-4334-8291-f983fa1ac66b","EHKVVd","6QGLYX",690,"f","2024-02-02 15:54:48","TRUE","FALSE","Eligible","The instructions at the bottom sometimes cut off, so you couldn't read all of them.",0,"scientific","no","FALSE","en","NA","NA",,,,,,
"74","94e45292-07e2-433d-82c2-0c47fb9449bc","27XXLK","LY26CL",450,"m","2024-02-02 16:44:50","TRUE","FALSE","Eligible","It went fine - my son got a little restless after the 3rd video.  He also only has a few words in his vocabulary so far, so I didn't expect him to respond much.",0,"scientific","yes","FALSE","en es","NA","NA",,,,,,
"75","3f1a2781-1e04-4dde-a840-4faf34027198","N5YB7A","5RXPCH",570,"f","2024-02-02 20:18:57","TRUE","FALSE","Eligible","none at the moment",0,"scientific","yes","FALSE","en es","NA","NA",,,,,,
"76","d26a5266-2f10-4a5e-87f8-db72297752d9","dCBZG4","GDTZHZ",600,"m","2024-02-02 21:41:16","TRUE","FALSE","Eligible","NA",0,"scientific","yes","FALSE","en","NA","NA",,,,,,
"77","73dce0d8-1aa6-471d-9342-960a38a5e040","HRN5FN","ZMCCPS",510,"m","2024-02-02 21:52:18","TRUE","FALSE","Eligible","I had to open eyes at one point when i wasn't supposed to because he was hitting keyboard",0,"scientific","no","FALSE","en","NA","I had covid when he was born",,,,,,
"78","366d6698-1b4d-488f-956a-b1adce67447a","YA6HKN","BWNDWZ",570,"m","2024-02-02 21:55:45","TRUE","FALSE","Eligible","NA",0,"private","yes","FALSE","en","NA","NA",,,,,,
"79","25db70b8-e93c-47d2-9119-57eacf9f0ff2","DB4dPQ","KXKMYX",540,"m","2024-02-03 13:06:59","TRUE","FALSE","Eligible","NA",0,"public","yes","FALSE","en","NA","NA",,,,,,
"80","a9f4bd32-763d-4f48-b636-4bd0d5307c44","XM5ESE","dLGGPZ",690,"m","2024-02-03 16:34:27","TRUE","TRUE","Eligible","I think what he thought ""happened"" was the curtain closed and everyone went bye bye - that eclipsed things like drinking the juice etc.",0,"public","yes","FALSE","en","NA","NA",,"n","response withdrawn",,,
"81","9f871c14-71b0-48a6-90e1-33d91746eba4","4CcVDX","27BDKN",690,"f","2024-02-03 16:48:52","TRUE","FALSE","Eligible","NA",178,"private","yes","FALSE","en es tl","NA","NA",,,,,,
"82","60ab0710-4685-4d81-9f1b-3a7c170a7d49","4CcVDX","27BDKN",690,"f","2024-02-04 00:28:01","TRUE","FALSE","Eligible","NA",0,"private","yes","FALSE","en es tl","NA","NA",,,,,,
"83","d6415901-2532-4589-8e75-35e2f6bd55aa","TJdCVc","cDB2RZ",600,"m","2024-02-04 10:43:18","TRUE","FALSE","Eligible","Elijah was very distressed when I covered my eyes....is this common throughout the study?",0,"private","no","FALSE","en ru","NA","NA",,,,,,
"84","4826149c-3450-4e46-ad7c-7fddb99ca88c","XdKGPF","MZPLH3",600,"f","2024-02-04 15:59:05","TRUE","FALSE","Eligible","NA",0,"scientific","yes","FALSE","en","NA","NA",,,,,,
"85","1d2780fe-fe8d-4200-a83d-9ac12de5df74","UHXTPL","HAB2DH",510,"f","2024-02-04 20:03:28","FALSE","FALSE","Eligible","NA","NA","NA","NA","FALSE","en","NA","NA",,"n","did not do test trials",,,
"86","3f96301d-82ca-4022-badf-7fe40434f8a3","UHXTPL","HAB2DH",510,"f","2024-02-04 20:07:26","TRUE","FALSE","Eligible","there was a ""return to fullscreen"" green bar across the videos. I thought I was in full screen",0,"private","no","FALSE","en","NA","NA",,,,,,
"87","0be04d55-e52e-48aa-a6e5-1b1acbe241d5","7XMH3C","LDGZBG",600,"f","2024-02-04 22:21:39","TRUE","FALSE","Eligible","NA",0,"private","yes","FALSE","en ja","NA","NA",,,,,,
"88","9aa0d991-ffd5-4e7f-9ba8-ef03f5ec31fa","NRDQ2K","UJcNAE",720,"f","2024-02-05 15:30:43","TRUE","FALSE","Eligible","NA",0,"public","yes","FALSE","en","NA","NA",,,,,,
"89","e4f23653-0e21-4579-a153-7749bd5a2b59","PK77FS","CN4G44",570,"f","2024-02-05 16:34:34","TRUE","FALSE","Eligible","NA",0,"scientific","yes","FALSE","en","NA","NA",,,,,,
"90","6d5865e2-f106-4453-8d34-e04a5cf918a3","CRQcdX","TD4dMU",630,"f","2024-02-05 16:38:16","TRUE","FALSE","Eligible","NA",0,"scientific","yes","FALSE","en","NA","NA",,,,,,
"91","a973613f-2e35-4c7f-8c97-5ee4c477b4b8","K6P7B4","KBM5EL",420,"f","2024-02-05 17:37:14","FALSE","FALSE","Eligible","NA","NA","NA","NA","FALSE","en cmn","NA","NA",,"n","did not do test trials",,,
"92","b1c75338-e1de-4c1b-a65e-a7a81b6837aa","K6P7B4","KBM5EL",420,"f","2024-02-05 17:40:33","FALSE","FALSE","Eligible","NA","NA","NA","NA","FALSE","en cmn","NA","NA",,"n","this is an extra session of a child and I can’t be sure that they didn’t already see the same stimuli that they saw in an earlier session ",,,
"93","5fc56067-4958-4a41-8b38-83396d0ecbcf","K6P7B4","KBM5EL",420,"f","2024-02-05 17:48:09","TRUE","FALSE","Eligible","NA",0,"scientific","yes","FALSE","en cmn","NA","NA",,,,,,
"94","89e0b7e1-4c34-48e1-9c82-20c45cbd34b5","HNVNLS","NScKUV",570,"f","2024-02-05 19:14:03","TRUE","FALSE","Eligible","NA",0,"scientific","yes","FALSE","en","NA","NA",,,,,,
"95","039ea989-8d86-4bdc-a30a-e748852b48a5","P4CTVZ","XSKFZY",450,"f","2024-02-05 20:36:34","TRUE","FALSE","Eligible","NA",0,"private","no","FALSE","en","NA","n/a",,,,,,
"96","554f7d51-ffe6-4dff-8028-46a2fd9f9cb6","MH74GM","QXZXYT",600,"f","2024-02-05 20:47:42","TRUE","FALSE","Eligible","NA",0,"scientific","yes","FALSE","en vi","NA","NA",,,,,,
"97","3b442f4e-4c81-43fc-ab60-f9b7be4f83ef","AALKZZ","UMMJGB",630,"f","2024-02-06 16:56:16","TRUE","FALSE","Eligible","NA",0,"private","no","FALSE","en","NA","NA",,,,,,
"98","b50869fb-bf5e-406f-971f-966f32093f3d","3V6PH6","GQG35Z",570,"f","2024-02-06 22:48:46","TRUE","FALSE","Eligible","NA",0,"private","no","FALSE","en","NA","NA",,,,,,
"99","c780f96f-c392-41b0-a70e-3c0ab9610534","LFGQCX","MG25SX",690,"f","2024-02-06 23:45:51","TRUE","FALSE","Eligible","she is very verbal but didnt want to talk today. i'm an slp. maybe would help to list all prompts or not show the curtains she was distracted by that",1,"private","yes","FALSE","en","NA","NA",,,,,,
"100","84e02993-5cdf-4d6d-a6d5-bc1830d7e106","A3XT7J","KW22YW",510,"f","2024-02-07 19:18:56","TRUE","FALSE","Eligible","NA",1,"private","yes","FALSE","en ur","NA","NA",,,,,,
"101","8b8e595f-769f-44bf-b54c-fb5c51087ef0","RGHUDY","FZ7UTH",480,"f","2024-02-08 14:00:17","TRUE","FALSE","Eligible","NA",0,"private","yes","FALSE","en ur","NA","NA",,,,,,
"102","5b47eb05-ec99-4d53-98fa-50787f1aec82","TLSAMF","2DD7BE",450,"f","2024-02-08 16:23:25","TRUE","FALSE","Eligible","NA",0,"private","no","FALSE","en","NA","NA",,,,,,
"103","4cba0dbc-d4df-481a-9bae-a7307f9ef1be","5EUXHc","KNV5X7",570,"m","2024-02-08 16:31:15","TRUE","FALSE","Eligible","NA",1,"private","yes","FALSE","en es","NA","NA",,,,,,
"104","2e870b4e-cc0a-42c6-b38c-0028544f0530","J5MJ22","PQAZBQ",570,"f","2024-02-08 16:48:53","TRUE","FALSE","Eligible","NA",0,"scientific","yes","FALSE","en","NA","NA",,,,,,
"105","c29ac423-7893-410c-9fe6-ddeb997bd45f","ETQN46","ETSPPR",570,"m","2024-02-08 23:02:14","FALSE","FALSE","Eligible","NA","NA","NA","NA","FALSE","en","NA","NA",,"n","did not do test trials",,,
"106","9f5829d0-67d9-4a24-b455-617ff326f76a","QDPFL3","53AHSF",540,"f","2024-02-09 13:59:34","TRUE","FALSE","Eligible","Video upload time was too long and baby got distracted. Also she's not really speaking yet so she may not have been a good subject for this study.",0,"scientific","yes","FALSE","en ms cmn","NA","NA",,,,,,
"107","39bcd10a-541e-47be-ba6b-d934867fd2db","J5MJ22","PQAZBQ",570,"f","2024-02-09 15:18:32","FALSE","FALSE","Eligible","NA","NA","NA","NA","FALSE","en","NA","NA",,"n","did not do test trials",,,
"108","31e2ad50-5e01-4a49-a8ad-4055520e8f54","JdWX6M","CUKA4P",570,"f","2024-02-09 17:28:26","TRUE","FALSE","Eligible","not as well as I thought it would go. Raelynn was not happy during the study.",0,"private","no","FALSE","en","NA","NA",,,,,,
"109","9e8db23b-24c2-42ff-84f2-24e9ddd225c4","VWc3FY","dQEN3Y",540,"f","2024-02-09 23:24:02","TRUE","FALSE","Eligible","NA",0,"scientific","yes","FALSE","en ru uk","NA","NA",,,,,,
"110","a47a6813-e51f-4662-b85a-9130f692cd5a","MNW2CE","W4UFWZ",570,"m","2024-02-10 01:28:06","FALSE","FALSE","Eligible","NA","NA","NA","NA","FALSE","en","NA","NA",,,,,,
